Reviewer_Name,Stars,title,review,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
Simon Scott-Wilding,1.0 out of 5 stars,Wait of time.,Canât watch it as it wonât download at all.What a waste of time,,,,negative
manushi,2.0 out of 5 stars,boring,wasn't interesting and worth it,,,,negative
Amazon Customer,1.0 out of 5 stars,Worse,Worse,,,,negative
Elaine Taylor,1.0 out of 5 stars,Crap not my cup of tea,American crap,,,,negative
Rich H,5.0 out of 5 stars,Great For Unusual and Diverse Subjects,"Great app. I got it for the Kindle Fire Stick because I wanted more content to watch. Ends up I can view TED presentations which are really diverse and useful. I thought I was getting a SUPER-TED CHANNEL! But it doesn't matter, I love it how it is.",,,,negative
Jake Simmonds,1.0 out of 5 stars,Rubbish,Wouldnât bother,,,,negative
billy.h,1.0 out of 5 stars,poor,poor,,,,negative
She's a rainbow,5.0 out of 5 stars,Addictive,My go to distraction therapy ð,,,,negative
bernadettemarlow,2.0 out of 5 stars,Disappointing,"I was disappointed with the topics available, couldn't find anything interesting.",,,,negative
Fran Josic,1.0 out of 5 stars,Fire stick,It'sÂ  okay it was a down load for the fire stick,,,,negative
Robert D. Morgan,3.0 out of 5 stars,"Clicked on by mistake, not interested","Clicked on by mistake, not interested",,,,negative
Mrs K. Edgcombe,1.0 out of 5 stars,Impossible to find things,"Couldn't find anything - there seems to be no search or index, and only a fraction of talks were displayed under each topic.Â  Not usable.",,,,negative
Scubaman04,4.0 out of 5 stars,Four Stars,for the fire stick works well,,,,negative
rob ford,1.0 out of 5 stars,does it work!!!,"it never loads on amazon firestick ,maybe its not the ted app just the useless firestick as amazon audible player isnt working as well!!",,,,negative
Fides,1.0 out of 5 stars,Boring,Found it boring and difficult to navigate,,,,negative
kr,1.0 out of 5 stars,App,Don't like,,,,negative
steve ROCKA,1.0 out of 5 stars,DOWNLOAD ERROR,DOWNLOADED IN ERROR WITH FIRESTICK NOT LOOKED AT IT,,,,negative
Victor deBs,5.0 out of 5 stars,Five Stars,Accessible and diverse collection of talks and speakersDecent implementation on the Amazon Fire Stick,,,,negative
Anne Honiball,1.0 out of 5 stars,Doesn't work on my Firestick,It doesn't play,,,,negative
Lizzie Bee,5.0 out of 5 stars,Five Stars,Added this app for our fire tv to give more content,,,,negative
Sally.romain,5.0 out of 5 stars,Five Stars,What is tv ted I did not order thank you. Poppy,,,,negative
Emma,5.0 out of 5 stars,Great,Works fine. No problems at all,,,,negative
Les London,5.0 out of 5 stars,Learn something new every day,Many thought provoking topics,,,,negative
Mukesh.kotecha,1.0 out of 5 stars,One Star,No my cup of tea,,,,negative
Terry Neale,1.0 out of 5 stars,One Star,Don't want,,,,negative
simmons232,1.0 out of 5 stars,Terrible,"Awful app indeed, needs a lot of work",,,,negative
TunnylaneTom,3.0 out of 5 stars,Three Stars,No comment on apps,,,,negative
Flint Beastgood,5.0 out of 5 stars,Five Stars,Everybody should have this app on their fire device.,,,,negative
amacp,5.0 out of 5 stars,but far more good than poor,"Standard can vary quite a lot, but far more good than poor.",,,,negative
james Hall,2.0 out of 5 stars,No good,Bad,,,,negative
CHF,3.0 out of 5 stars,Three Stars,Its alright but nothing special,,,,negative
PaulM,1.0 out of 5 stars,Failed to open,Downloaded but failed to open!,,,,negative
Example Mark,1.0 out of 5 stars,Can't get it to work,Did not load.Â  Waited for minutes without success,,,,negative
D. Graham,1.0 out of 5 stars,Unusual,This was added to fire stick without me even selecting it. So concerned this type of thing happens.,,,,negative
CS,5.0 out of 5 stars,TED; a must if you like a quick fire exercise of the grey matter,"It's TED, what's not to love",,,,negative
BonnySue,1.0 out of 5 stars,Annoying,Deleting from my Amazon Fire as there's no way of clearing new video notifications or switching them off entirely.,,,,negative
m,4.0 out of 5 stars,TED at the touch of a button,It's TED conferences... what's not to like!,,,,negative
Martin Barrett,5.0 out of 5 stars,Five Stars,Thought provoking,,,,negative
S. Schilke,4.0 out of 5 stars,Okay UI could be better,"Its the same way as on Samsung Smart TV, UI could be better - content is cool but the UX is not so good",,,,negative
JacobUSA,2.0 out of 5 stars,"No,","No, not worth it",,,,negative
jeffey walton,1.0 out of 5 stars,Horrible interface and content.,Horrible app. Not easy to navigate and I don't recommend for the easily aggravated.,,,,negative
Diane Payne,1.0 out of 5 stars,Does not work,Unfortunately this app does not work in territories outside of the USA,,,,negative
Glimmer12,1.0 out of 5 stars,I hate this app my device is too small!,IÂ  just do not like it at all! I want to remove it from my devise. I tried to use it a couple of times when I first got it to try. I cannot see the stupidÂ  app I am 63 yrs old I do not want it. II Do not want to be charged for it after the trial .My devicse is too small for me to see it so useless for my use! I am not going to buy a larger device just to see. I will just stick to reading.,,,,negative
Bolaleh,1.0 out of 5 stars,I bought accidentally so please stop this deal I donât want to buy it,I bought accidentally so please stop this deal I donât want to buy it,,,,negative
Mike Yandura,1.0 out of 5 stars,This is expensive,Hate the auto-renew for around $40.,,,,negative
LynnieTheGooner,3.0 out of 5 stars,lay out needs work,"I got this app because it was a free year trial on an Amazon fire stick I bought for my mom on Christmas.Â  I don't use my fire sticks really, I use Apple TV.Â  So I found this app on my Apple TV and downloaded it and signed in.Â  The layout sucks on Apple TV, and I'm not a fan of the layout of fire stick...there's just too much going on in one place.This app is far too sensitive for the Apple TV remote and I end up not using the app.Â  I've already cancelled the auto subscription for it.",,,,negative
Amazon Customer,1.0 out of 5 stars,App would not load on to the fire stick,Could not get past OPT locked up 4 times. no access,,,,negative
Adam,2.0 out of 5 stars,Where is the content???,"This app has very limited content and not much of the Food network offerings.Â  I would advise checking the content before purchase.Â  If this were not free right now, I would have cancelled.Â  There is very little of the food network content that we were looking for.",,,,negative
drbamame,1.0 out of 5 stars,Like the app but....,"I really like this app but it keeps stopping on me. The app is basically useless to me right now because it keeps ""stopping"" on me. Please fix!Â  It's been doing this now for several months.",,,,negative
Mark J. Lewandowski,5.0 out of 5 stars,Great for my favorite Alton Brown recipes,"Only problem so far is that while scrolling through recipes, many recipes repeat several times.",,,,negative
Marti A. Coler-dark,5.0 out of 5 stars,Five Stars,Who doesn't love recipes..,,,,negative
Lisa Lockett,4.0 out of 5 stars,I really like food network!!,"Not a fan of everyone on this site, but some people don't like me!! LOL!! I do like the recipes on this site. There are recipes that are listed 2-3 Times, but I can get over that!! Thank you for having this site on my Kindle!!",,,,negative
Richard Morgan,2.0 out of 5 stars,Two Stars,Found it hard to navigate.,,,,negative
chris pfaender,2.0 out of 5 stars,not so good anymore,They added ads and now it kind of sucks. I have no idea why they think we need more ads. Aren't they rich enough yet? Stop with the slams!!!,,,,negative
Amazon Customer,5.0 out of 5 stars,love it!!!!,"If you are making a dessert or dinner from one of the foodnetwork stars, no need to go to the site. Every star's recipe is in this one tint app",,,,negative
Sheila Branam,3.0 out of 5 stars,Overboard Spice...,"Too much fancy, pantsy. Most of us are just plain old people. I've been a country girl all my life. Most of these shows use way too many spices, then you have created something thatÂ  has been overpowered with all those spices and you have lost the flavor of the meat. Just sayin'",,,,negative
dhr,3.0 out of 5 stars,Food,The only problem is that I don't have most of the ingredients needed for most of these recipes and I'm not going to buy something that I may only use once or twice.,,,,negative
Becky,5.0 out of 5 stars,love tge app,Tired of racking my brain for meals to feed my family this app helps with that,,,,negative
marsha tonelli,3.0 out of 5 stars,being a chef she should know a lot of salt is not good for you,"Think Anne Burrell uses way to much salt, being a chef she should know a lot of salt is not good for you.",,,,negative
Leozpride,4.0 out of 5 stars,Solid,"Overall, solid app. It has tons of stuff on it to the point its almost a little cumbersome. The search function is not as easy on the mobile app as it is through a computer. If you can find what you need, the recipe is clear and easy to manage on a Galaxy screen, might be difficult on something smaller.",,,,negative
CabbyZ,1.0 out of 5 stars,I REALLY want to Love it,"I live in Denver, home of ""Sam's No.3"" and their ""Kickin' Green Chili"". I was super excited to see ""Food Network in the Kitchen"" had the recipe. (Triple D did a show there). BUT, every time I open ""Sam's No.3 Kickin' Green Chili"" the app goes into lock down. The picture loads and then ""Unfortunately, In the Kitchen has stopped"" ""OK"". Well, no, as a matter of fact, it's NOT okay. Plus, it doesn't reload, you have to close and reopen the app.Now, maybe... MAYBE, this one recipe is the ONLY one that does this... I-D-K! It's the one I want!The only thing worse than taking a toy from a child, is to give it back... broken.",,,,negative
AZCatMom,5.0 out of 5 stars,Best gift I bought for myself!!,Impulse but at Christmas and I couldn't bevhappier.Â  Great variety.Â  I'm still exploring!,,,,negative
